IZ_MMS	NZ_MMS	OCLC	TAG	FIELD
990205696930306576			500  	$a Title from HTML t.p. (viewed May 28, 2008) $5 FTaSU $5 FBoU $5 FOFT
990205696930306576			506  	$a Access restricted to subscribers. $5 FBoU $5 FOFT
990205696930306576			530  	$a Available via the Internet: access restricted to the FSU community. $5 FTaSU
990205696930306576			538  	$a Mode of access: World Wide Web. $5 FTaSU $5 FBoU
990205696930306576			85640	$y FSU: Connect to online content $u https://login.proxy.lib.fsu.edu/login?url=http://www.aspresolver.com/aspresolver.asp?LADR;PL008373 $5 FTaSU
990205696930306576			926  	$a DO NOT OFFLOAD $5 FTaSU $5 FOFT $9 LOCAL
990205698290306576			500  	$a Title from HTML t.p. (viewed May 28, 2008) $5 FTaSU $5 FBoU $5 FOFT
990205698290306576			506  	$a Access restricted to subscribers. $5 FBoU $5 FOFT
990205698290306576			530  	$a Available via the Internet: access restricted to the FSU community. $5 FTaSU
990205698290306576			538  	$a Mode of access: World Wide Web. $5 FTaSU $5 FBoU
990205698290306576			85640	$y FSU: Connect to online content $u https://login.proxy.lib.fsu.edu/login?url=http://www.aspresolver.com/aspresolver.asp?LADR;PL008591 $5 FTaSU
990205698290306576			926  	$a DO NOT OFFLOAD $5 FTaSU $5 FOFT $9 LOCAL
990206447130306576	9910426354006561	57585150	500  	$a Originally published in 2001. $5 FTS $5 FTaFA $5 FPeU $5 FOFT $5 FJUNF $5 FU $5 FBoU $5 FTaSU $5 FMFIU $5 FFmFGC
990206447130306576	9910426354006561	57585150	500  	$a Title from eBook title screen (viewed on Feb. 7, 2005). $5 FTS $5 FTaFA $5 FPeU $5 FOFT $5 FJUNF $5 FU $5 FBoU $5 FTaSU $5 FMFIU $5 FFmFGC
990206447130306576	9910426354006561	57585150	506  	$a Made available through NetLibrary; access may be limited to NetLibrary affiliated libraries. $5 FTS $5 FTaFA $5 FPeU $5 FOFT $5 FJUNF $5 FU $5 FBoU $5 FTaSU $5 FMFIU $5 FFmFGC
990206447130306576	9910426354006561	57585150	538  	$a Mode of access: World Wide Web. $5 FTS $5 FTaFA $5 FPeU $5 FJUNF $5 FU $5 FBoU $5 FTaSU $5 FMFIU $5 FFmFGC
990206647910306576	9910192021906561	54039613	500  	$a Title from e-book title screen (viewed on Jan. 16, 2004) $5 FBoU $5 FTaFA $5 FU $5 FOFT $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990206647910306576	9910192021906561	54039613	500  	$a Title from e-book title screen (viewed Jan. 16, 2004). $5 FPeU
990206647910306576	9910192021906561	54039613	506  	$a Made available through NetLibrary; access may be limited to NetLibrary affiliated libraries. $5 FBoU $5 FTaFA $5 FU $5 FOFT $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990206647910306576	9910192021906561	54039613	538  	$a Mode of access: World Wide Web. $5 FBoU $5 FTaFA $5 FU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990206648440306576	9910192026306561	54039869	500  	$a Title from e-book title screen (viewed on Jan. 16, 2004) $5 FBoU $5 FTaFA $5 FU $5 FOFT $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990206648440306576	9910192026306561	54039869	500  	$a Title from e-book title screen (viewed Jan. 16, 2004). $5 FPeU
990206648440306576	9910192026306561	54039869	506  	$a Made available through NetLibrary; access may be limited to NetLibrary affiliated libraries. $5 FBoU $5 FTaFA $5 FU $5 FOFT $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990206648440306576	9910192026306561	54039869	538  	$a Mode of access: World Wide Web. $5 FBoU $5 FTaFA $5 FU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990206649000306576	9910192049006561	54040137	500  	$a Title from e-book title screen (viewed Jan. 16, 2004.) $5 FBoU $5 FTaFA $5 FU $5 FOFT $5 FTaSU $5 FJUNF $5 FMFIU $5 FPeU $5 FFmFGC $5 FTS
990206649000306576	9910192049006561	54040137	506  	$a Made available through NetLibrary; access may be limited to NetLibrary affiliated libraries. $5 FBoU $5 FTaFA $5 FU $5 FOFT $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990206649000306576	9910192049006561	54040137	538  	$a Mode of access: World Wide Web. $5 FBoU $5 FTaFA $5 FU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990206649030306576	9910771563506561	77553856	500  	$a Originally released as a motion picture in 2006. $5 FBoU $5 FTaSU
990206649030306576	9910771563506561	77553856	500  	$a Special features: featurette Making pursuit,' an Italian take on the American dream; featurette Father and son, on Will Smith and his son Jaden; featurette The man behind the movie: a conversation with Chris Gardner; featurette Inside the Rubik's Cube; music video I can; commentary soundtrack with director Gabriele Muccino. $5 FBoU
990206649030306576	9910771563506561	77553856	500  	$a This DVD collection is funded by FSU Student Government Association. $5 FTaSU
990206649030306576	9910771563506561	77553856	500  	$a Special features: Making pursuit; father and son; the man behind the movie; inside the Rubik's cube; I can song; director's commentary. $5 FTaSU
990206649030306576	9910771563506561	77553856	506  	$a For private home use only. $5 FTaSU
990206649030306576	9910771563506561	77553856	538  	$a DVD; region 1; full screen (1.33:1) presentation. $5 FBoU $5 FTaSU
990206649520306576	9910228198106561	54040256	500  	$a Title from e-book title screen (viewed on Jan. 16, 2004) $5 FBoU $5 FTaFA $5 FU $5 FOFT $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990206649520306576	9910228198106561	54040256	500  	$a Title from e-book title screen (viewed Jan. 16, 2004). $5 FPeU
990206649520306576	9910228198106561	54040256	506  	$a Made available through NetLibrary; access may be limited to NetLibrary affiliated libraries. $5 FBoU $5 FTaFA $5 FU $5 FOFT $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990206649520306576	9910228198106561	54040256	538  	$a Mode of access: World Wide Web. $5 FBoU $5 FTaFA $5 FU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990206774620306576	9910544332906561	54428537	506  	$3 Use copy $f Restrictions unspecified $2 star $5 MiAaHDL
990206774620306576	9910544332906561	54428537	533  	$a Electronic reproduction. $b [Place of publication not identified] : $c HathiTrust Digital Library, $d 2010. $5 MiAaHDL
990206774620306576	9910544332906561	54428537	538  	$a Master and use copy. Digital master created according to Benchmark for Faithful Digital Reproductions of Monographs and Serials, Version 1. Digital Library Federation, December 2002. $u http://purl.oclc.org/DLF/benchrepro0212 $5 MiAaHDL
990206774620306576	9910544332906561	54428537	5831 	$a digitized $c 2010 $h HathiTrust Digital Library $l committed to preserve $2 pda $5 MiAaHDL
990207161070306576	9910601345506561	49997658	3621 	$a Print began in 1945. $5 FTaSU
990207161070306576	9910601345506561	49997658	3621 	$a Coverage as of Oct. 18, 2000: Vol. 56, no. 1 (spring 2000)- $5 FBoU
990207161070306576	9910601345506561	49997658	3621 	$a Print began with v. 1 (Feb. 1945). $5 FOFT
990207161070306576	9910601345506561	49997658	500  	$a Description based on: Vol. 58, issue 2 (spring 2002); title from journal home page (viewed June 14, 2002). $5 FTaSU $5 FOFT
990207161070306576	9910601345506561	49997658	500  	$a Description based on: Vol. 56, no. 1 (spring 2000); title from journal information screen (viewed Oct. 18, 2000). $5 FBoU
990207161070306576	9910601345506561	49997658	506  	$a Subscription required for access to abstracts and full text. $5 FBoU
990207161070306576	9910601345506561	49997658	516  	$a Electronic journal articles are available in portable document format (PDF). Abstracts are in HTML format. $5 FBoU
990207161070306576	9910601345506561	49997658	530  	$a Electronic version of: Journal of social issues. $5 FBoU
990207161070306576	9910601345506561	49997658	530  	$a Also issued in print. $5 FTaSU $5 FOFT
990207161070306576	9910601345506561	49997658	538  	$a System requirements: World Wide Web browser, Internet connectivity, and Adobe Acrobat reader. $5 FBoU
990207161070306576	9910601345506561	49997658	538  	$a Mode of access: World Wide Web. $5 FTaSU $5 FBoU
990207161070306576	9910601345506561	49997658	8564 	$u http://firstsearch.oclc.org/journal=0022-4537;screen=info;ECOIP $z Address for accessing the journal from an authorized IP address through OCLC FirstSearch Electronic Collections Online $5 FTaSU
990207161070306576	9910601345506561	49997658	8564 	$u http://firstsearch.oclc.org $z Address for accessing the journal using authorization number and password through OCLC FirstSearch Electronic Collections Online $5 FTaSU
990208195020306576	9910801381806561	191805816	506  	$a For private home use only. $5 FTS
990208463030306576	9910846776006561	48472698	321  	$a Monthly, $b Oct. 1969- $5 FMFIU
990208463030306576	9910846776006561	48472698	3621 	$a Electronic coverage as of July 5, 2002: Vol. 125, issue 3 (Dec. 2000)- $5 FPeU
990208463030306576	9910846776006561	48472698	3621 	$a Print began in 1969. $5 FMFIU
990208463030306576	9910846776006561	48472698	3621 	$a Vol. 1, no. 1 (1969)- $5 FOFT
990208463030306576	9910846776006561	48472698	3621 	$a Coverage as of June 23, 2003: Vol. 125, no. 3 (Dec. 2000)- $5 FTS
990208463030306576	9910846776006561	48472698	500  	$a Description based on: Vol. 126, issue 3 (Mar. 2001); title from general information screen (viewed Apr. 10, 2001). $5 FPeU $5 FBoU
990208463030306576	9910846776006561	48472698	500  	$a Latest issue consulted: Vol. 137, issue 2 (Nov. 2003). $5 FMFIU
990208463030306576	9910846776006561	48472698	500  	$a Imprint varies. $5 FMFIU
990208463030306576	9910846776006561	48472698	500  	$a Description based on: Vol. 125, issue 3 (Dec. 2000); title from issue contents page (Kluwer Online, PDF, viewed Nov. 21, 2003). $5 FMFIU
990208463030306576	9910846776006561	48472698	500  	$a Description based on: Vol. 126, no. 3 (Mar. 2001); title from journal information screen (viewed Nov. 18, 2001). $5 FTS
990208463030306576	9910846776006561	48472698	500  	$a Description based on: Vol. 125, no. 3 (2000); title from title screen (viewed May 23, 2001). $5 FOFT
990208463030306576	9910846776006561	48472698	500  	$a Title and description from journal homepage (viewed May 22, 2007). $5 FTaSU
990208463030306576	9910846776006561	48472698	506  	$a Subscription required for access to abstracts and full text. $5 FTS
990208463030306576	9910846776006561	48472698	515  	$a Issue for Jan. 1993, published in July 1993, called v. 94, no. 4 but constitutes v. 95, no. 1. $5 FMFIU
990208463030306576	9910846776006561	48472698	515  	$a Carries vol. numbering and date of the original. $5 FMFIU
990208463030306576	9910846776006561	48472698	516  	$a Electronic journal articles are available in portable document format (PDF). Abstracts are in HTML format. $5 FTS
990208463030306576	9910846776006561	48472698	5168 	$a Abstracts, tables of contents, and citation information are HTML encoded; articles are available in portable document format (PDF) $5 FPeU
990208463030306576	9910846776006561	48472698	530  	$a Available via the Internet: access restricted to the FSU community. $5 FTaSU
990208463030306576	9910846776006561	48472698	530  	$a Limited availability in print. $5 FTaSU
990208463030306576	9910846776006561	48472698	530  	$a Also issued in print. $5 FMFIU $5 FOFT
990208463030306576	9910846776006561	48472698	530  	$a Also issued in print. $5 FMFIU $5 FOFT
990208463030306576	9910846776006561	48472698	530  	$a Online version of the print title: Theoretical and mathematical physics. $5 FPeU $5 FBoU
990208463030306576	9910846776006561	48472698	530  	$a Electronic version of: Theoretical and mathematical physics. $5 FTS
990208463030306576	9910846776006561	48472698	538  	$a Mode of access: World Wide Web. $5 FPeU $5 FMFIU $5 FBoU $5 FTS $5 FTaSU
990208463030306576	9910846776006561	48472698	538  	$a Mode of access: World Wide Web. $5 FPeU $5 FMFIU $5 FBoU $5 FTS $5 FTaSU
990208463030306576	9910846776006561	48472698	538  	$a Mode of access: World Wide Web. $5 FPeU $5 FMFIU $5 FBoU $5 FTS $5 FTaSU
990208463030306576	9910846776006561	48472698	538  	$a Mode of access: World Wide Web. $5 FPeU $5 FMFIU $5 FBoU $5 FTS $5 FTaSU
990208463030306576	9910846776006561	48472698	538  	$a System requirements: Internet connectivity, World Wide Web browser, and Adobe Acrobat reader. $5 FPeU $5 FBoU
990208463030306576	9910846776006561	48472698	538  	$a System requirements: World Wide Web browser, Internet connectivity, and Adobe Acrobat reader. $5 FTS
990209222780306576	9910785859106561	53161826	506  	$a Access restricted to the FSU community. $5 FTaSU
990209222780306576	9910785859106561	53161826	690 0	$a FSU Dissertations $x English. $5 FTaSU $9 local
990209416430306576	9910629179506561	50759910	3620 	$a Vol. 1, no. 1 (1982)- $5 FTS
990209416430306576	9910629179506561	50759910	3620 	$a Vol. 3, no. 1 (1984). $5 FOFT
990209416430306576	9910629179506561	50759910	3621 	$a Print began with vol. 3, no. 1, published in 1984. $5 FTaSU $5 FBoU
990209416430306576	9910629179506561	50759910	500  	$a Description based on: Vol. 20, issue 1 (2001); title from v. 20 contents screen (viewed Dec. 24, 2002). $5 FTaSU $5 FTS
990209416430306576	9910629179506561	50759910	500  	$a Description based on: Vol. 20, issue 1 (2001); title from v. 20 contents screen (viewed Dec. 24, 2002). $5 FTaSU $5 FTS
990209416430306576	9910629179506561	50759910	500  	$a Latest issue consulted: Vol. 21, issue 4 (2002). $5 FTaSU $5 FTS
990209416430306576	9910629179506561	50759910	500  	$a Latest issue consulted: Vol. 21, issue 4 (2002). $5 FTaSU $5 FTS
990209416430306576	9910629179506561	50759910	500  	$a Title from Journal Homepage screen (Taylor & Francis, viewed July 8, 2005). $5 FOFT
990209416430306576	9910629179506561	50759910	506  	$a Subscription required for access to full text. $5 FTS
990209416430306576	9910629179506561	50759910	516  	$a Electronic journal articles are available in portable document format (PDF). Abstracts are in HTML format. $5 FTS
990209416430306576	9910629179506561	50759910	530  	$a Also issued in print. $5 FTaSU $5 FOFT $5 FBoU $5 FTS
990209416430306576	9910629179506561	50759910	530  	$a Also issued in print. $5 FTaSU $5 FOFT $5 FBoU $5 FTS
990209416430306576	9910629179506561	50759910	530  	$a Also issued in print. $5 FTaSU $5 FOFT $5 FBoU $5 FTS
990209416430306576	9910629179506561	50759910	538  	$a System requirements: Adobe Acrobat reader. $5 FTS
990209416430306576	9910629179506561	50759910	538  	$a Mode of access: World Wide Web. $5 FTaSU $5 FBoU $5 FTS
990209416430306576	9910629179506561	50759910	538  	$a Mode of access: World Wide Web. $5 FTaSU $5 FBoU $5 FTS
990209416430306576	9910629179506561	50759910	8564 	$u http://firstsearch.oclc.org/journal=0747-4938;screen=info;ECOIP $z Address for accessing the journal from an authorized IP address through OCLC FirstSearch Electronic Collections Online $5 FTaSU
990209416430306576	9910629179506561	50759910	8564 	$u http://firstsearch.oclc.org $z Address for accessing the journal using authorization number and password through OCLC FirstSearch Electronic Collections Online $5 FTaSU
990209421320306576	9910629159206561	37663717	500  	$a Description based on: Vol. 12, no. 1 (1997); title from journal information screen. $5 FBoU $5 FTS
990209421320306576	9910629159206561	37663717	500  	$a Title from journal information screen (viewed Nov. 18, 2004). $5 FTaSU
990209421320306576	9910629159206561	37663717	500  	$a Title from journal archive screen (Informaworld, viewed on Jan. 5, 2011). $5 FOFT
990209421320306576	9910629159206561	37663717	506  	$a Subscription required for access to abstracts and full text. $5 FBoU $5 FTS
990209421320306576	9910629159206561	37663717	516  	$a Electronic journal articles are available in portable document format (PDF). Abstracts are in HTML format. $5 FBoU $5 FTS
990209421320306576	9910629159206561	37663717	530  	$a Also issued in print. $5 FTaSU $5 FTS
990209421320306576	9910629159206561	37663717	538  	$a Mode of access: World Wide Web. $5 FTaSU $5 FBoU $5 FTS
990209421320306576	9910629159206561	37663717	538  	$a System requirements: Adobe Acrobat reader. $5 FTS
990209421320306576	9910629159206561	37663717	8564 	$u http://firstsearch.oclc.org $z Address for accessing the journal using authorization number and password through OCLC FirstSearch Electronic Collections Online $5 FTaSU
990209421320306576	9910629159206561	37663717	8564 	$u http://firstsearch.oclc.org/journal=1092-6488;screen=info;ECOIP $z Address for accessing the journal from an authorized IP address through OCLC FirstSearch Electronic Collections Online $5 FTaSU
990209421670306576	9910629163606561	60630355	321  	$a 3 no. a year, $b 1969-Jan. 1981 $5 FTaSU $5 FOFT
990209421670306576	9910629163606561	60630355	321  	$a Quarterly, $b Oct. 1964-July 1968 $5 FBoU
990209421670306576	9910629163606561	60630355	321  	$a Quarterly, $b Apr. 1981-2003 $5 FTaSU $5 FOFT
990209421670306576	9910629163606561	60630355	321  	$a Three issues per year, $b Jan. 1969-Jan. 1981 $5 FBoU
990209421670306576	9910629163606561	60630355	321  	$a Quarterly, $b 1964-1968 $5 FTaSU $5 FOFT
990209421670306576	9910629163606561	60630355	3620 	$a Vol. 1, no. 1 (Oct. 1964)- $5 FTaSU $5 FOFT
990209421670306576	9910629163606561	60630355	3621 	$a Print began with vol. 1, no. 1 (Oct. 1964). $5 FBoU
990209421670306576	9910629163606561	60630355	500  	$a Description based on: Jan. 1993; title from available issues screen. $5 FBoU
990209421670306576	9910629163606561	60630355	500  	$a Title from cover (JSTOR, viewed July 11, 2008). $5 FTaSU
990209421670306576	9910629163606561	60630355	500  	$a Latest issue consulted: Vol. 36, no. 4 (Oct. 2000) (JSTOR, viewed July 11, 2008). $5 FTaSU
990209421670306576	9910629163606561	60630355	500  	$a Title from journal homepage screen (JSTOR, viewed on Aug. 29, 2008). $5 FOFT
990209421670306576	9910629163606561	60630355	506  	$a Subscription required for access to full text. $5 FTaSU
990209421670306576	9910629163606561	60630355	530  	$a Also issued in print. $5 FOFT
990209421670306576	9910629163606561	60630355	530  	$a Also issued in print and microfiche eds. $5 FTaSU $5 FBoU
990209421670306576	9910629163606561	60630355	538  	$a Mode of access: World Wide Web. $5 FTaSU $5 FBoU
990210098590306576	9910589186706561	51314411	500  	$a Caption title. $5 FTaSU $5 FTaFA $5 FOFT $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
990210098590306576	9910589186706561	51314411	500  	$a #IT5631. $5 FTaSU $5 FTaFA $5 FOFT $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
990210098590306576	9910589186706561	51314411	506  	$a Made available through NetLibrary; access may be limited to NetLibrary affiliated libraries. $5 FTaSU $5 FTaFA $5 FOFT $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
990210098590306576	9910589186706561	51314411	538  	$a Mode of access: World Wide Web. $5 FTaSU $5 FTaFA $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
990210098590306576	9910589186706561	51314411	8564 	$x Bibliographic record display $u http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=73584 $z Licensed for UF students, faculty and staff $y Read this E-book $5 FU
990210106420306576	9910215911406561	51391831	500  	$a #IT5515. $5 FTaSU $5 FTaFA $5 FOFT $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
990210106420306576	9910215911406561	51391831	500  	$a Caption title. $5 FTaSU $5 FTaFA $5 FOFT $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
990210106420306576	9910215911406561	51391831	506  	$a Made available through NetLibrary; access may be limited to NetLibrary affiliated libraries. $5 FTaSU $5 FTaFA $5 FOFT $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
990210106420306576	9910215911406561	51391831	538  	$a Mode of access: World Wide Web. $5 FTaSU $5 FTaFA $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
