IZ_MMS	NZ_MMS	OCLC	BIB_LEVEL	DOC	TAG	IND	FIELD
990207981050306576	9910496662206561	14252213	m	b	533	  	$a Microfiche. $b [Bethesda, Md.] : $c LexisNexis Academic & Library Solutions, $d 1986. $e 11 X 15 cm. $5 FTaFA
990207981050306576	9910496662206561	14252213	m	b	500	  	$a Item 1005-C $5 FTaSU
990207981050306576	9910496662206561	14252213	m	b	500	  	$a Shipping list no.: 86-760-P. $5 FOFT $5 FTS $5 FU $5 FBoU $5 FTaSU $5 FMFIU
990207981050306576	9910496662206561	14252213	m	b	500	  	$a CIS Microfiche Accession Numbers: CIS 86 J932-29 $5 FTaFA
990207981050306576	9910496662206561	14252213	m	b	926	  	$a DO NOT OFFLOAD $5 FOFT $5 FTS $5 FU $5 FBoU $5 FMFIU $9 LOCAL
990207989060306576	9910470139506561	32394600	m	 	440	 0	$a Area handbook series, $x 1057-5294 $5 FTS $5 FU $5 FMFIU $5 FFmFGC $5 FOFT
990207989060306576	9910470139506561	32394600	m	 	440	 0	$a DA pam ; $v 550 $5 FTS $5 FU $5 FMFIU $5 FFmFGC
990207989060306576	9910470139506561	32394600	m	 	440	 0	$a Area handbook series $5 FTaSU $5 FBoU $5 FSsNC $5 FPeU $5 FTaFA
990207989060306576	9910470139506561	32394600	m	 	440	 0	$a DA pam ; $v 550-58 $5 FBoU $5 FSsNC $5 FPeU $5 FTaFA $5 FOFT
990207989060306576	9910470139506561	32394600	m	 	490	0 	$a DA pam ; $v 550-58 $5 FTaSU $5 FJUNF
990207989060306576	9910470139506561	32394600	m	 	490	1 	$a Area handbook series $5 FJUNF
990207989060306576	9910470139506561	32394600	m	 	500	  	$a Shipping list no.: 96-0008-S. $5 FBoU $5 FPeU $5 FTaFA
990207989060306576	9910470139506561	32394600	m	 	500	  	$a Shipping list no.: 1996-0008-S. $5 FTS $5 FU $5 FMFIU $5 FFmFGC
990207989060306576	9910470139506561	32394600	m	 	500	  	$a Shipping list no.: 96-0008-P. $5 FTaSU
990207989060306576	9910470139506561	32394600	m	 	856	41	$u http://hdl.loc.gov/loc.gdc/cntrystd.la $5 FTS
990207989060306576	9910470139506561	32394600	m	 	926	  	$a DO NOT OFFLOAD $5 FTS $5 FU $5 FMFIU $5 FFmFGC $9 LOCAL
990207989060306576	9910470139506561	32394600	m	 	951	  	$1 01 $a AMU01:000360384; $5 FTaFA
990207989060306576	9910470139506561	32394600	m	 	951	  	$1 07 $a CFU01:001412571; $5 FOFT
990207989060306576	9910470139506561	32394600	m	 	951	  	$1 02 $a FAU01:000571914; $5 FBoU
990207989060306576	9910470139506561	32394600	m	 	951	  	$1 04 $a FIU01:000614520; $5 FMFIU
990207989060306576	9910470139506561	32394600	m	 	951	  	$1 03 $a GCU01:000171274; $5 FFmFGC
990207989060306576	9910470139506561	32394600	m	 	951	  	$1 06 $a NCU01:000137415; $5 FSsNC
990207989060306576	9910470139506561	32394600	m	 	951	  	$1 09 $a NFU01:000408432; $5 FJUNF
990207989060306576	9910470139506561	32394600	m	 	951	  	$1 10 $a SFU01:001051023; $5 FTS
990207989060306576	9910470139506561	32394600	m	 	951	  	$1 08 $a UFU01:002064223; $5 FU
990207989060306576	9910470139506561	32394600	m	 	951	  	$1 11 $a WFU01:000394073; $5 FPeU
990207989060306576	9910470139506561	32394600	m	 	951	  	$1 10 $a SFU01:001056108; $5 FTS
990208444800306576	9910271546006561	14814920	m	b	490	1 	$a House report / 99th Congress, 2d session ; $v 99-891 $5 FOFT $5 FMFIU $5 FTS $5 FTaFA $5 FTaSU $5 FU $5 FBoU
990208444800306576	9910271546006561	14814920	m	b	533	  	$a Microfiche. $b [Bethesda, Md.] : $c Congressional Information Service, $d 1986. $e 11 X 15 cm. $5 FMFIU
990208444800306576	9910271546006561	14814920	m	b	533	  	$a Microfiche. $b [Bethesda, Md.] : $c LexisNexis Academic & Library Solutions, $d 1986. $e 11 X 15 cm. $5 FTaFA
990208444800306576	9910271546006561	14814920	m	b	500	  	$a Shipping list no.: 87-23-P. $5 FTaSU
990208444800306576	9910271546006561	14814920	m	b	500	  	$a Star print. $5 FTaSU
990208444800306576	9910271546006561	14814920	m	b	926	  	$a DO NOT OFFLOAD $5 FOFT $5 FTS $5 FU $5 FBoU $9 LOCAL
990208535070306576	9910271528606561	14926708	m	 	490	1 	$a Report / 99th Congress, 2d session, Senate ; $v 99-541 $5 FOFT $5 FMFIU $5 FTS $5 FTaFA $5 FTaSU $5 FU $5 FBoU
990208535070306576	9910271528606561	14926708	m	 	533	  	$a Microfiche. $b [Bethesda, Md.] : $c Congressional Information Service, $d 1986. $e 11 X 15 cm. $5 FMFIU
990208535070306576	9910271528606561	14926708	m	 	533	  	$a Microfiche. $b [Bethesda, Md.] : $c LexisNexis Academic & Library Solutions, $d 1986. $e 11 X 15 cm. $5 FTaFA
990208535070306576	9910271528606561	14926708	m	 	500	  	$a Shipping list no.: 86-887-P. $5 FTaSU
990208535070306576	9910271528606561	14926708	m	 	926	  	$a DO NOT OFFLOAD $5 FOFT $5 FTS $5 FU $5 FBoU $9 LOCAL
990209440740306576	9910549372506561	15432821	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c LexisNexis Academic & Library Solutions, $d 1987. $e 11 X 15 cm. $5 FTaFA
990209440740306576	9910549372506561	15432821	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c Congressional Information Service, $d 1987. $e 11 X 15 cm. $5 FMFIU
990209440740306576	9910549372506561	15432821	m	0	500	  	$a CIS Microfiche Accession Numbers: CIS 87 H362-8 $5 FTaFA
990209440740306576	9910549372506561	15432821	m	0	500	  	$a Item 1019-A, 1019-B (microfiche) $5 FTaSU
990209618990306576	9910559567006561	15561386	m	 	533	  	$a Microfiche. $b [Bethesda, Md.] : $c Congressional Information Service, $d 1987. $e 11 X 15 cm. $5 FMFIU
990209618990306576	9910559567006561	15561386	m	 	533	  	$a Microfiche. $b [Bethesda, Md.] : $c LexisNexis Academic & Library Solutions, $d 1987. $e 11 X 15 cm. $5 FTaFA
990209618990306576	9910559567006561	15561386	m	 	500	  	$a Item 1012-A, 1012-B (microfiche) $5 FTaSU
990209618990306576	9910559567006561	15561386	m	 	500	  	$a S/N 052-070-06282-7 $5 FTaSU
990209618990306576	9910559567006561	15561386	m	 	500	  	$a CIS Microfiche Accession Numbers: CIS 87 H202-5 $5 FTaFA
990210041800306576	9910035249306561	299571715	m	0	490	1 	$a Treaty doc. ; $v 110-23 $5 FTaSU $5 FU $5 FMFIU
990210041800306576	9910035249306561	299571715	m	0	500	  	$a Shipping list no.: 2009-0141-P. $5 FU $5 FTaFA $5 FMFIU
990210041800306576	9910035249306561	299571715	m	0	500	  	$a Reuse of record except for individual research requires license from ProQuest, LLC. $5 FTaFA
990210041800306576	9910035249306561	299571715	m	0	500	  	$a CIS Microfiche Accession Numbers: CIS 2008 S385-13 $5 FTaFA
990210041800306576	9910035249306561	299571715	m	0	500	  	$a At head of title: 110th Congress, 2nd session. Senate. $5 FTaSU $5 FU $5 FTaFA $5 FMFIU
990210041800306576	9910035249306561	299571715	m	0	500	  	$a Referred to the Committee on Foreign Relations. $5 FTaSU $5 FU $5 FTaFA $5 FMFIU
990210041800306576	9910035249306561	299571715	m	0	500	  	$a Shipping list no. unavailable. $5 FTaSU
990210041800306576	9910035249306561	299571715	m	0	500	  	$a November 20, 2008. $5 FTaSU $5 FU $5 FTaFA $5 FMFIU
990210041800306576	9910035249306561	299571715	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c ProQuest, $d 2008. $e negative. $5 FTaFA
990210041800306576	9910035249306561	299571715	m	0	926	  	$a DO NOT OFFLOAD $5 FU $5 FMFIU $9 LOCAL
990210060730306576	9910309619606561	16077575	m	l	490	1 	$a Report / 100th Congress, 1st session, Senate ; $v 100-71 $5 FOFT $5 FTaSU $5 FMFIU $5 FTS $5 FTaFA $5 FBoU $5 FU
990210060730306576	9910309619606561	16077575	m	l	533	  	$a Microfiche. $b [Bethesda, Md.] : $c Congressional Information Service, $d 1987. $e 11 X 15 cm. $5 FMFIU
990210060730306576	9910309619606561	16077575	m	l	533	  	$a Microfiche. $b [Bethesda, Md.] : $c LexisNexis Academic & Library Solutions, $d 1987. $e 11 X 15 cm. $5 FTaFA
990210060730306576	9910309619606561	16077575	m	l	500	  	$a Shipping list no.: 87-361-P. $5 FTaSU
990210060730306576	9910309619606561	16077575	m	l	926	  	$a DO NOT OFFLOAD $5 FOFT $5 FMFIU $5 FTS $5 FBoU $5 FU $9 LOCAL
990210231420306576	9910327762606561	16221161	m	 	490	1 	$a House document / 100th Congress, 1st session ; $v 100-72 $5 FOFT $5 FTaSU $5 FMFIU $5 FTS $5 FTaFA $5 FU
990210231420306576	9910327762606561	16221161	m	 	500	  	$a April 30, 1987. $5 FOFT $5 FTaSU $5 FMFIU $5 FTS $5 FTaFA $5 FU
990210231420306576	9910327762606561	16221161	m	 	500	  	$a Monthly Catalog Number: gp 7016107 $5 FOFT
990210231420306576	9910327762606561	16221161	m	 	500	  	$a Shipping list no.: 87-361-P. $5 FOFT $5 FTS $5 FU
990210231420306576	9910327762606561	16221161	m	 	500	  	$a Distributed to some depository libraries in microfiche. $5 FOFT $5 FTaSU $5 FTS $5 FU
990210231420306576	9910327762606561	16221161	m	 	500	  	$a Referred to the Committee on Public Works and Transportation. $5 FOFT $5 FTaSU $5 FMFIU $5 FTS $5 FTaFA $5 FU
990210231420306576	9910327762606561	16221161	m	 	500	  	$a Monthly Catalog Number: gp 87016107 $5 FTS
990210231420306576	9910327762606561	16221161	m	 	500	  	$a Shipping list no.: 87-362-P. $5 FTaSU
990210231420306576	9910327762606561	16221161	m	 	500	  	$a Reuse of record except for individual research requires license from Congressional Information Service, Inc. $5 FMFIU
990210231420306576	9910327762606561	16221161	m	 	500	  	$a Reuse of record except for individual research requires license from LexisNexis Academic & Library Solutions. $5 FTaFA
990210231420306576	9910327762606561	16221161	m	 	533	  	$a Microfiche. $b [Bethesda, Md.] : $c Congressional Information Service, $d 1987. $e 11 X 15 cm. $5 FMFIU
990210231420306576	9910327762606561	16221161	m	 	533	  	$a Microfiche. $b [Bethesda, Md.] : $c LexisNexis Academic & Library Solutions, $d 1987. $e 11 X 15 cm. $5 FTaFA
990210231420306576	9910327762606561	16221161	m	 	926	  	$a DO NOT OFFLOAD $5 FOFT $5 FMFIU $5 FTS $5 FU $9 LOCAL
990210442490306576	9910148605306561	134992714	m	0	500	  	$a Reuse of record except for individual research requires license from ProQuest, LLC. $5 FTaFA
990210442490306576	9910148605306561	134992714	m	0	500	  	$a Serial no. 110-10. $5 FU $5 FJUNF $5 FSsNC $5 FTS $5 FTaFA $5 FTaSU
990210442490306576	9910148605306561	134992714	m	0	500	  	$a Shipping list no.: 2007-0262-P. $5 FU $5 FSsNC $5 FTS $5 FTaFA
990210442490306576	9910148605306561	134992714	m	0	500	  	$a Distributed to some depository libraries in microfiche. $5 FU $5 FSsNC $5 FTS $5 FTaFA $5 FTaSU
990210442490306576	9910148605306561	134992714	m	0	501	  	$a Shipping list no.: 2007-0262-P. $5 FTaSU
990210442490306576	9910148605306561	134992714	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c ProQuest, $d 2007. $e negative. $5 FTaFA
990210489780306576	9910148652506561	124083111	m	0	500	  	$a CIS Microfiche Accession Numbers: CIS 2007 H381-001 $5 FTaFA
990210489780306576	9910148652506561	124083111	m	0	500	  	$a Reuse of record except for individual research requires license from ProQuest, LLC. $5 FTaFA
990210489780306576	9910148652506561	124083111	m	0	500	  	$a Shipping list no.: 2007-0182-M. $5 FTaSU
990210489780306576	9910148652506561	124083111	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c ProQuest, $d 2007. $e negative. $5 FTaFA
990210713840306576	9910503299306561	32796321	m	b	500	  	$a CSCE 104-1-1. $5 FU $5 FTS $5 FBoU $5 FOFT $5 FMFIU $5 FTaFA $5 FPeU $5 FTaSU
990210713840306576	9910503299306561	32796321	m	b	500	  	$a Reuse of record except for individual research requires license from LexisNexis Academic & Library Solutions. $5 FTaFA
990210713840306576	9910503299306561	32796321	m	b	500	  	$a Shipping list no.: 95-0230-P. $5 FU $5 FTS $5 FBoU $5 FOFT $5 FMFIU $5 FPeU
990210713840306576	9910503299306561	32796321	m	b	500	  	$a Distributed to some depository libraries in microfiche. $5 FU $5 FTS $5 FBoU $5 FOFT $5 FMFIU $5 FPeU
990210713840306576	9910503299306561	32796321	m	b	500	  	$a Shipping list no.: 95-0228-P. $5 FTaSU
990210713840306576	9910503299306561	32796321	m	b	533	  	$a Microfiche. $b [Bethesda, Md.] : $c LexisNexis Academic & Library Solutions, $d 1995. $e 11 x 15 cm. $5 FTaFA
990210898680306576	9910400306006561	298460557	m	0	500	  	$a Reuse of record except for individual research requires license from ProQuest, LLC. $5 FTaFA
990210898680306576	9910400306006561	298460557	m	0	500	  	$a Shipping list no.: 2009-0164-P. $5 FTaSU
990210898680306576	9910400306006561	298460557	m	0	500	  	$a Serial no. 110-33. $5 FTaSU $5 FJUNF $5 FTaFA
990210898680306576	9910400306006561	298460557	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c ProQuest, $d 2007. $e negative. $5 FTaFA
990210911040306576	9910400319606561	10249246	m	0	500	  	$a Monthly Catalog Number: gp 4007661 $5 FOFT
990210911040306576	9910400319606561	10249246	m	0	500	  	$a Reuse of record except for individual research requires license from Congressional Information Service, Inc. $5 FMFIU
990210911040306576	9910400319606561	10249246	m	0	500	  	$a November 1983. $5 FPeU $5 FMFIU $5 FTS $5 FTaFA $5 FTaSU $5 FU $5 FOFT
990210911040306576	9910400319606561	10249246	m	0	500	  	$a Distributed to some depository libraries in microfiche. $5 FPeU $5 FTS $5 FU $5 FOFT
990210911040306576	9910400319606561	10249246	m	0	500	  	$a At head of title: Committee print 98-8. $5 FPeU $5 FMFIU $5 FTS $5 FTaFA $5 FTaSU $5 FU $5 FOFT
990210911040306576	9910400319606561	10249246	m	0	500	  	$a MONTHLY CATALOG NUMBER: gp 84007661 $5 FTS
990210911040306576	9910400319606561	10249246	m	0	500	  	$a CIS Microfiche Accession Numbers: CIS 83 H242-9 $5 FTaFA
990210911040306576	9910400319606561	10249246	m	0	500	  	$a Reuse of record except for individual research requires license from LexisNexis Academic & Library Solutions. $5 FTaFA
990210911040306576	9910400319606561	10249246	m	0	500	  	$a Item 1013-A, 1013-B (microfiche) $5 FTaSU
990210911040306576	9910400319606561	10249246	m	0	500	  	$a S/N 052-070-05884-6 $5 FTaSU
990210911040306576	9910400319606561	10249246	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c Congressional Information Service, $d 1983. $e 11 X 15 cm. $5 FMFIU
990210911040306576	9910400319606561	10249246	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c LexisNexis Academic & Library Solutions, $d 1983. $e 11 X 15 cm. $5 FTaFA
990211476060306576	9910137600106561	10234702	m	b	490	1 	$a S. prt ; $v 98-102 $5 FPeU $5 FTS $5 FBoU $5 FU
990211476060306576	9910137600106561	10234702	m	b	533	  	$a Microfiche. $b [Bethesda, Md.] : $c LexisNexis Academic & Library Solutions, $d 1983. $e 11 X 15 cm. $5 FTaFA
990211476060306576	9910137600106561	10234702	m	b	533	  	$a Microfiche. $b [Bethesda, Md.] : $c Congressional Information Service, $d 1983. $e 11 X 15 cm. $5 FMFIU
990211476060306576	9910137600106561	10234702	m	b	500	  	$a Item 1041-A, 1041-B (microfiche) $5 FTaSU
990211476060306576	9910137600106561	10234702	m	b	500	  	$a At head of title: 98th Congress, 1st Congress, 1st session. Committee print. $5 FTaSU
990211476060306576	9910137600106561	10234702	m	b	926	  	$a DO NOT OFFLOAD $5 FU $5 FOFT $9 LOCAL
990212028570306576	9910504546806561	298326702	m	0	500	  	$a CIS Microfiche Accession Numbers: CIS 2008 H361-29 $5 FTaFA
990212028570306576	9910504546806561	298326702	m	0	500	  	$a Reuse of record except for individual research requires license from ProQuest, LLC. $5 FTaFA
990212028570306576	9910504546806561	298326702	m	0	500	  	$a Shipping list no.: 2009-0102-P. $5 FTaSU
990212028570306576	9910504546806561	298326702	m	0	500	  	$a Serial no. 110-62. $5 FTaSU $5 FU $5 FJUNF $5 FTaFA $5 FTS
990212028570306576	9910504546806561	298326702	m	0	500	  	$a GPO sales statement incorrect in publication. $5 FU $5 FTaFA $5 FTS
990212028570306576	9910504546806561	298326702	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c ProQuest, $d 2008. $e negative. $5 FTaFA
990212069720306576	9910504591706561	302419488	m	0	500	  	$a Reuse of record except for individual research requires license from ProQuest, LLC. $5 FTaFA
990212069720306576	9910504591706561	302419488	m	0	500	  	$a Shipping list unavailable. $5 FTaSU
990212069720306576	9910504591706561	302419488	m	0	500	  	$a Serial no. 110-102. $5 FTaSU $5 FU $5 FJUNF $5 FTaFA $5 FTS
990212069720306576	9910504591706561	302419488	m	0	500	  	$a Shipping list no.: 2009-0204-P. $5 FU $5 FTaFA $5 FTS
990212069720306576	9910504591706561	302419488	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c ProQuest, $d 2007. $e negative. $5 FTaFA
990212073090306576	9910504595506561	302422790	m	0	500	  	$a Reuse of record except for individual research requires license from ProQuest, LLC. $5 FTaFA
990212073090306576	9910504595506561	302422790	m	0	500	  	$a Serial no. 110-123. $5 FTaSU $5 FU $5 FJUNF $5 FTaFA $5 FTS
990212073090306576	9910504595506561	302422790	m	0	500	  	$a Shipping list no.: 2009-0186-P. $5 FTaSU
990212073090306576	9910504595506561	302422790	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c ProQuest, $d 2007. $e negative. $5 FTaFA
990212073450306576	9910504595906561	302422883	m	0	500	  	$a Shipping list unavailable. $5 FTaSU
990212073450306576	9910504595906561	302422883	m	0	500	  	$a Reuse of record except for individual research requires license from ProQuest, LLC. $5 FTaFA
990212073450306576	9910504595906561	302422883	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c ProQuest, $d 2007. $e negative. $5 FTaFA
990212089050306576	9910239111706561	310751741	m	0	500	  	$a Shipping list unavailable. $5 FTaSU
990212089050306576	9910239111706561	310751741	m	0	500	  	$a Reuse of record except for individual research requires license from ProQuest, LLC. $5 FTaFA
990212089050306576	9910239111706561	310751741	m	0	533	  	$a Microfiche. $b [Bethesda, Md.] : $c ProQuest, $d 2007. $e negative. $5 FTaFA
990212091010306576	9910239113806561	310754529	m	 	500	  	$a Reuse of record except for individual research requires license from ProQuest, LLC. $5 FTaFA
990212091010306576	9910239113806561	310754529	m	 	500	  	$a Shipping list unavailable. $5 FTaSU
990212091010306576	9910239113806561	310754529	m	 	500	  	$a Serial no. 110-141. $5 FTaSU $5 FU $5 FJUNF $5 FTaFA $5 FTS
990212091010306576	9910239113806561	310754529	m	 	500	  	$a Shipping list no.: 2009-0210-P. $5 FU $5 FTaFA $5 FTS
